OID_,UNIT_CODE,UNIT_NAME,STATE,REGION,Lat,Lon
319,EUON,Eugene O'Neill National Historic Site,CA,PW,37.826415570000002,-122.027420930000005
320,GRCA,Grand Canyon National Park,AZ,IM,36.309878769999997,-112.299687169999999
321,PUHO,Pu'uhonua o Honaunau National Historical Park,HI,PW,19.409031370000001,-155.899677669999988
322,HALE,Haleakala National Park,HI,PW,20.699427249999999,-156.132537369999994
323,HAVO,Hawai'i Volcanoes National Park,HI,PW,19.303088079999998,-155.239530440000010
324,PUHE,Pu'ukohola Heiau National Historic Site,HI,PW,20.027564150000000,-155.820675399999999
325,KAHO,Kaloko-Honokohau National Historical Park,HI,PW,19.678266879999999,-156.030960010000001
326,JOTR,Joshua Tree National Park,CA,PW,33.899337410000001,-115.953282279999996
327,LAKE,Lake Mead National Recreation Area,AZ,PW,36.244549579999997,-114.380522400000004
328,MOJA,Mojave National Preserve,CA,PW,35.097179410000003,-115.539365500000002
329,LAVO,Lassen Volcanic National Park,CA,PW,40.497129860000001,-121.404629150000005
330,LABE,Lava Beds National Monument,CA,PW,41.761497400000003,-121.521336809999994
331,GRBA,Great Basin National Park,NV,PW,38.927184750000002,-114.244256329999999
332,PEFO,Petrified Forest National Park,AZ,IM,34.931055690000001,-109.772646010000003
333,PINN,Pinnacles National Park,CA,PW,36.475376240000003,-121.173366150000007
334,RORI,Rosie the Riveter/World War II Home Front National Historical Park,CA,PW,37.908332760000000,-122.367118800000000
335,JOMU,John Muir National Historic Site,CA,PW,37.982837529999998,-122.132331690000001
336,MUWO,Muir Woods National Monument,CA,PW,37.896366489999998,-122.580188480000004
337,PORE,Point Reyes National Seashore,CA,PW,38.070746780000000,-122.917531150000002
338,SAMO,Santa Monica Mountains National Recreation Area,CA,PW,34.110365440000002,-118.798453390000006
339,SEQU,Sequoia National Park,CA,PW,36.496363539999997,-118.560376469999994
340,KICA,Kings Canyon National Park,CA,PW,36.874942120000000,-118.593840630000003
341,DEPO,Devils Postpile National Monument,CA,PW,37.615375819999997,-119.087686110000007
342,POCH,Port Chicago Naval Magazine National Memorial,CA,PW,38.056686990000003,-122.030293959999995
343,CAGR,Casa Grande Ruins National Monument,AZ,IM,32.996936419999997,-111.532646880000001
344,CHIR,Chiricahua National Monument,AZ,IM,32.015774770000000,-109.347537790000004
345,CORO,Coronado National Memorial,AZ,IM,31.350758830000000,-110.256485119999994
346,FOBO,Fort Bowie National Historic Site,AZ,IM,32.149321319999999,-109.448148770000003
347,MOCA,Montezuma Castle National Monument,AZ,IM,34.613187449999998,-111.836666249999993
348,ORPI,Organ Pipe Cactus National Monument,AZ,IM,32.008401159999998,-112.875462780000007
349,TONT,Tonto National Monument,AZ,IM,33.648418040000003,-111.113549570000004
350,TUMA,Tumacacori National Historical Park,AZ,IM,31.572580710000000,-111.047603929999994
351,TUZI,Tuzigoot National Monument,AZ,IM,34.773922229999997,-112.028326690000000
352,PIMA,Hohokam Pima National Monument,AZ,IM,33.186596610000002,-111.913939700000000
353,WHIS,Whiskeytown-Shasta-Trinity National Recreation Area,CA,PW,40.616311080000003,-122.612654070000005
354,MANZ,Manzanar National Historic Site,CA,PW,36.726993579999998,-118.153019729999997
355,WAPA,War in the Pacific National Historical Park,GU,PW,13.389647569999999,144.654570040000010
356,YOSE,Yosemite National Park,CA,PW,37.841278480000000,-119.542827959999997
357,PERL,Pearl Harbor National Memorial,HI,PW,21.366993440000002,-157.938499210000003
358,NPSA,National Park of American Samoa,AS,PW,-14.248821590000000,-169.448816810000011
359,SAFR,San Francisco Maritime National Historical Park,CA,PW,37.810470490000000,-122.423743590000001
360,JODA,John Day Fossil Beds National Monument,OR,PW,44.538263039999997,-119.648279799999997
361,LARO,Lake Roosevelt National Recreation Area,WA,PW,47.910621669999998,-118.350942029999999
362,CRMO,Craters of the Moon National Monument,ID,PW,43.404389520000002,-113.506083919999995
363,CRMP,Craters of the Moon National Preserve,ID,PW,43.158736040000001,-113.539129810000006
364,EBLA,Ebey's Landing National Historical Reserve,WA,PW,48.206922509999998,-122.682266589999998
365,CRLA,Crater Lake National Park,OR,PW,42.945067020000003,-122.134291390000001
366,ORCA,Oregon Caves National Monument and Preserve,OR,PW,42.104594179999999,-123.404310830000000
367,MIIN,Minidoka National Historic Site,ID,PW,42.680660629999998,-114.248544960000004
368,NEPE,Nez Perce National Historical Park,ID,PW,45.796378390000001,-116.274778370000007
369,LEWI,Lewis and Clark National Historical Park,OR,PW,46.287453290000002,-124.065831250000002
370,FOVA,Fort Vancouver National Historic Site,OR,PW,45.623798739999998,-122.662467370000002
371,MORA,Mount Rainier National Park,WA,PW,46.854647309999997,-121.706429150000005
372,NOCA,North Cascades National Park,WA,PW,48.828370430000000,-121.350054139999997
373,ROLA,Ross Lake National Recreation Area,WA,PW,48.787900329999999,-121.069692919999994
374,OLYM,Olympic National Park,WA,PW,47.786743440000002,-123.534243520000004
375,SAJH,San Juan Island National Historical Park,WA,PW,48.462217019999997,-123.008717250000004
376,WHMI,Whitman Mission National Historic Site,WA,PW,46.042928430000003,-118.465087049999994
377,HAFO,Hagerman Fossil Beds National Monument,ID,PW,42.812798309999998,-114.939671020000006
378,ALAG,Alagnak Wild River,AK,AK,59.055514379999998,-155.834249770000014
379,ANIA,Aniakchak National Preserve,AK,AK,56.872193340000003,-157.712450079999996
380,ANIA,Aniakchak National Monument,AK,AK,56.901267060000002,-158.097263120000008
381,BELA,Bering Land Bridge National Preserve,AK,AK,65.922709749999996,-164.174060940000004
382,CAKR,Cape Krusenstern National Monument,AK,AK,67.429256089999996,-163.453315409999988
383,DENA,Denali National Preserve,AK,AK,63.703105919999999,-152.006075140000007
384,DENA,Denali National Park,AK,AK,63.326289010000004,-150.602942390000010
385,GAAR,Gates of the Arctic National Preserve,AK,AK,66.883302310000005,-155.135171299999996
386,GAAR,Gates of the Arctic National Park,AK,AK,67.762258950000003,-153.269852479999997
387,GLBA,Glacier Bay National Preserve,AK,AK,59.130060080000000,-138.369932960000000
388,GLBA,Glacier Bay National Park,AK,AK,58.827403850000003,-136.869106740000007
389,KATM,Katmai National Preserve,AK,AK,59.077859400000001,-155.391744969999991
390,KATM,Katmai National Park,AK,AK,58.510453570000003,-155.083017030000008
391,KEFJ,Kenai Fjords National Park,AK,AK,59.809190729999997,-150.246569450000010
392,KLGO,Klondike Gold Rush National Historical Park,AK,AK,59.631591360000002,-135.292636689999995
393,KOVA,Kobuk Valley National Park,AK,AK,67.396175310000004,-159.062505520000002
394,LACL,Lake Clark National Preserve,AK,AK,60.711397439999999,-154.131826240000009
395,LACL,Lake Clark National Park,AK,AK,60.588582049999999,-153.261848609999987
396,NOAT,Noatak National Preserve,AK,AK,67.858488460000004,-158.145294009999986
397,SITK,Sitka National Historical Park,AK,AK,57.047024469999997,-135.315609569999992
398,WRST,Wrangell-St. Elias National Preserve,AK,AK,62.222563579999999,-142.286574489999992
399,WRST,Wrangell-St. Elias National Park,AK,AK,61.215583690000003,-143.865990930000009
400,YUCH,Yukon-Charley Rivers National Preserve,AK,AK,65.058592800000000,-143.136254600000001
401,MLKM,"Martin Luther King, Jr., Memorial",DC,NC,38.886413140000002,-77.043888960000004
402,FOMR,Fort Monroe National Monument,VA,NE,37.006574110000003,-76.302166860000000
403,PAGR,Paterson Great Falls National Historical Park,NJ,NE,40.916899860000001,-74.179276810000005
404,CECH,César E. Chávez National Monument,CA,PW,35.226626809999999,-118.562602679999998
405,HATU,Harriet Tubman Underground Railroad National Historical Park,MD,NE,38.489324379999999,-76.247204049999993
406,FRST,First State National Historical Park,DE,NE,39.834407749999997,-75.563228050000006
407,CHYO,Charles Young Buffalo Soldiers National Monument,OH,MW,39.708678489999997,-83.889832729999995
408,NOCO,North Country National Scenic Trail,MI,MW,46.392219009999998,-91.807666280000007
409,VALL,Valles Caldera National Preserve,NM,IM,35.918069889999998,-106.510437260000003
410,HART,Harriet Tubman National Historical Park,NY,NE,42.911565879999998,-76.560872750000001
411,BLRV,Blackstone River Valley National Historical Park,MA,NE,41.939028120000003,-71.431883690000006
412,HONO,Honouliuli National Historic Site,HI,PW,21.385995520000002,-158.056338799999992
413,PULL,Pullman National Historical Park,IL,MW,41.694218589999998,-87.609052259999999
414,WWIM,World War I Memorial,DC,NC,38.895971340000003,-77.032803410000000
415,TUSK,Tule Springs Fossil Beds National Monument,NV,PW,36.402142880000000,-115.356573920000002
416,MAPR,Manhattan Project National Historical Park,NM,IM,35.935922030000000,-84.393374940000001
417,WACO,Waco Mammoth National Monument,TX,IM,31.604891049999999,-97.176170299999995
418,CAMO,Castle Mountains National Monument,CA,PW,35.333267090000000,-115.089171339999993
419,STON,Stonewall National Monument,NY,NE,40.733768269999999,-74.001688450000003
420,KAWW,Katahdin Woods and Waters National Monument,ME,NE,45.946148469999997,-68.691587490000003
421,BICR,Birmingham Civil Rights National Monument,AL,SE,33.515427699999996,-86.814666900000006
422,FRRI,Freedom Riders National Monument,AL,SE,33.634957600000000,-85.907971869999997
423,REER,Reconstruction Era National Historical Park,SC,SE,32.387103699999997,-80.679217919999999
424,STGE,Ste. Genevieve National Historical Park,MO,MW,37.973585219999997,-90.041625249999996
425,CANE,Camp Nelson National Monument,KY,SE,37.792715340000001,-84.595615740000000
426,TULE,Tule Lake National Monument,CA,PW,41.887286830000001,-121.374454349999993
427,MEMY,Medgar and Myrlie Evers Home National Monument,MS,SE,32.340838560000002,-90.213831010000007
428,MISP,Mill Springs Battlefield National Monument,KY,SE,37.057028799999998,-84.737470360000003
429,DDEM,Dwight D. Eisenhower Memorial,DC,NC,38.887135919999999,-77.018792730000001
430,AMCH,Amache National Historic Site,CO,IM,38.049542539999997,-102.329000339999993
431,BLSC,Blackwell School National Historic Site,TX,IM,30.305796650000001,-104.022553110000004
